;DENV46/1;DENV46/182;DENV73/1;DENV73/182
y12345;0.20569;0.28827;0.21227;0.28827
y12346;0.19184;0.36826;0.21784;0.36826
y12347;0.24636;0.27412;0.23318;0.27412
y12348;0.32164;0.27695;0.29204;0.27695
y12349;0.25225;0.49618;0.25646;0.49618
y12350;0.23480;0.24200;0.19957;0.24200
y12351;0.23894;0.26354;0.33663;0.26354
y12352;0.24814;0.32649;0.23878;0.32649
y12353;0.29146;0.42974;0.33811;0.42974
y12354;0.25694;0.48949;0.23683;0.48949
y12355;0.23143;0.37666;0.28073;0.37666
y12356;0.33419;0.40075;0.34954;0.40075
y12357;0.43032;0.43686;0.41918;0.43686
y12358;0.27462;0.47367;0.26186;0.47367
y12359;0.35797;0.49939;0.45668;0.49939
y12360;0.26513;0.34531;0.23929;0.34531
y12361;0.30931;0.40905;0.19216;0.40905
y12362;0.17334;0.21489;0.22557;0.21489
y12363;0.29034;0.43181;0.28168;0.43181
y12364;0.24955;0.26695;0.20567;0.26695
y12365;0.31504;0.41524;0.38154;0.41524
y12366;0.28983;0.21314;0.24144;0.21314
y12367;0.19260;0.40951;0.25548;0.40951
y12368;0.15583;0.19587;0.17675;0.19587
y12369;0.23233;0.30856;0.23763;0.30856
y12370;0.24862;0.33777;0.23611;0.33777
y12371;0.28014;0.34094;0.27085;0.34094
y12372;0.24689;0.41147;0.24561;0.41147
y12373;0.29922;0.41961;0.31059;0.41961
y12374;0.24476;0.33076;0.19484;0.33076
y12375;0.22597;0.34416;0.23326;0.34416
y12376;0.24273;0.35743;0.41216;0.35743
y12377;0.24727;0.31534;0.26169;0.31534
y12378;0.23445;0.32177;0.24329;0.32177
y12379;0.16812;0.17640;0.18935;0.17640
y12380;0.16161;0.20689;0.18671;0.20689
y12381;0.26201;0.38404;0.20812;0.38404
y12382;0.26286;0.28739;0.21039;0.28739
y12383;0.26460;0.49140;0.22675;0.49140
y12384;0.23226;0.22747;0.21750;0.22747
y12385;0.24904;0.52134;0.23653;0.52134
y12386;0.25458;0.29283;0.23900;0.29283
y12387;0.22205;0.45213;0.22431;0.45213
y12388;0.22679;0.29222;0.24480;0.29222
y12389;0.25240;0.33620;0.26626;0.33620
y12390;0.15028;0.20272;0.17240;0.20272
y12391;0.20102;0.37353;0.22987;0.37353
y12392;0.21738;0.31858;0.29149;0.31858
y12393;0.32318;0.38518;0.27918;0.38518
y12394;0.22812;0.20267;0.27790;0.20267
y12395;0.22120;0.53755;0.20914;0.53755
y12396;0.26129;0.45375;0.30076;0.45375
y12397;0.27347;0.38050;0.23932;0.38050
y12398;0.24930;0.30803;0.34142;0.30803
y12399;0.23037;0.22246;0.23356;0.22246
y12400;0.23616;0.49750;0.25153;0.49750
y12401;0.22106;0.35341;0.31225;0.35341
y12402;0.19907;0.44397;0.31681;0.44397
y12403;0.21342;0.16019;0.17164;0.16019
y12404;0.22146;0.32652;0.19190;0.32652
y12405;0.26406;0.35035;0.24894;0.35035
y12406;0.19505;0.31836;0.27364;0.31836
y12407;0.24030;0.46181;0.19424;0.46181
y12408;0.18898;0.19943;0.20875;0.19943
y12409;0.25348;0.22419;0.21774;0.22419
y12410;0.17732;0.24023;0.19501;0.24023
y12411;0.22810;0.36933;0.22752;0.36933
y12412;0.22952;0.25791;0.24804;0.25791
y12413;0.31473;0.42456;0.24081;0.42456
y12414;0.23301;0.31412;0.21228;0.31412
y12415;0.21155;0.46345;0.31069;0.46345
y12416;0.29933;0.29082;0.23990;0.29082
y12417;0.22594;0.38234;0.31162;0.38234
y12418;0.26761;0.51127;0.22494;0.51127
y12419;0.25033;0.31559;0.22299;0.31559
y12420;0.33464;0.43683;0.31792;0.43683
y12421;0.20596;0.20304;0.14367;0.20304
y12422;0.25366;0.22194;0.20665;0.22194
y12423;0.35486;0.64342;0.35798;0.64342
y12424;0.31518;0.32699;0.26486;0.32699
y12425;0.23677;0.19143;0.20863;0.19143
y12426;0.23893;0.31130;0.23885;0.31130
y12427;0.16668;0.21752;0.17238;0.21752
y12428;0.24841;0.53661;0.19119;0.53661
y12429;0.20586;0.30414;0.27643;0.30414
y12430;0.24202;0.23239;0.25135;0.23239
y12431;0.28229;0.30534;0.27634;0.30534
y12432;0.25540;0.45254;0.23584;0.45254
y12433;0.21809;0.24915;0.22011;0.24915
y12434;0.22750;0.52698;0.22844;0.52698
y12435;0.25819;0.35688;0.26555;0.35688
y12436;0.23730;0.43533;0.30267;0.43533
y12437;0.24525;0.20733;0.26665;0.20733
y12438;0.25492;0.33800;0.31404;0.33800
y12439;0.23502;0.43590;0.23721;0.43590
y12440;0.24652;0.38499;0.28008;0.38499
y12441;0.24787;0.32685;0.19501;0.32685
y12442;0.26201;0.26205;0.24812;0.26205
y12443;0.23800;0.35556;0.22495;0.35556
y12444;0.28414;0.41091;0.31786;0.41091
y12445;0.26269;0.57893;0.23230;0.57893
y12446;0.25577;0.27779;0.27629;0.27779
y12447;0.22369;0.37948;0.22710;0.37948
y12448;0.25068;0.28291;0.25050;0.28291
y12449;0.24035;0.25125;0.24567;0.25125
y12450;0.26635;0.26422;0.32545;0.26422
y12451;0.24404;0.33636;0.30627;0.33636
y12452;0.20852;0.23429;0.23197;0.23429
y12453;0.20069;0.24188;0.21440;0.24188
y12454;0.33316;0.38194;0.22409;0.38194
y12455;0.20925;0.41229;0.21838;0.41229
y12456;0.21365;0.19785;0.18672;0.19785
y12457;0.33936;0.53454;0.23751;0.53454
y12458;0.26941;0.28980;0.27457;0.28980
y12459;0.26454;0.31739;0.28586;0.31739
y12460;0.25245;0.21261;0.21235;0.21261
y12461;0.31889;0.22568;0.23019;0.22568
y12462;0.24844;0.14252;0.20275;0.14252
y12463;0.24955;0.29008;0.29431;0.29008
y12464;0.25383;0.29007;0.26854;0.29007
y12465;0.25894;0.28050;0.24531;0.28050
y12466;0.27792;0.33519;0.25844;0.33519
y12467;0.27452;0.34160;0.21924;0.34160
y12468;0.38328;0.45554;0.22276;0.45554
y12469;0.25030;0.26070;0.27521;0.26070
y12470;0.19765;0.39418;0.25129;0.39418
y12471;0.24625;0.49603;0.24419;0.49603
y12472;0.24800;0.31858;0.25302;0.31858
y12473;0.24140;0.30872;0.17189;0.30872
y12474;0.26819;0.36601;0.28095;0.36601
y12475;0.24588;0.28084;0.24373;0.28084
y12476;0.22099;0.23804;0.21850;0.23804
y12477;0.25630;0.27696;0.22077;0.27696
y12478;0.29283;0.51606;0.25635;0.51606
y12479;0.21918;0.42003;0.23337;0.42003
y12480;0.23843;0.37876;0.24974;0.37876
y12481;0.24486;0.44225;0.23963;0.44225
y12482;0.24876;0.31985;0.28128;0.31985
y12483;0.18887;0.21214;0.22549;0.21214
y12484;0.34793;0.39863;0.32308;0.39863
y12485;0.28988;0.25526;0.25667;0.25526
y12486;0.24826;0.31860;0.31234;0.31860
y12487;0.28017;0.30624;0.22392;0.30624
y12488;0.26980;0.28347;0.26825;0.28347
y12489;0.25638;0.34086;0.22918;0.34086
y12490;0.24863;0.27191;0.24274;0.27191
y12491;0.25351;0.21702;0.22022;0.21702
y12492;0.29332;0.38057;0.29265;0.38057
y12493;0.26071;0.38812;0.22558;0.38812
y12494;0.28795;0.50587;0.23926;0.50587
y12495;0.25158;0.44013;0.24119;0.44013
y12496;0.22754;0.22897;0.20849;0.22897
y12497;0.29228;0.49252;0.24016;0.49252
y12498;0.24723;0.33068;0.29079;0.33068
y12499;0.23434;0.50985;0.26576;0.50985
y12500;0.23994;0.56025;0.26087;0.56025
y12501;0.25725;0.17422;0.22223;0.17422
y12502;0.37240;0.52640;0.38562;0.52640
y12503;0.27874;0.43294;0.26242;0.43294
y12504;0.26493;0.24603;0.23163;0.24603
y12505;0.25101;0.49053;0.19489;0.49053
y12506;0.25066;0.26122;0.27519;0.26122
y12507;0.22231;0.30948;0.20510;0.30948
y12508;0.24632;0.29008;0.28737;0.29008
y12509;0.15930;0.11684;0.16191;0.11684
y12510;0.19328;0.50939;0.25191;0.50939
y12511;0.27360;0.30268;0.27120;0.30268
y12512;0.23374;0.36720;0.25666;0.36720
y12513;0.23943;0.26000;0.30147;0.26000
y12514;0.22598;0.28151;0.20514;0.28151
y12515;0.23368;0.20506;0.26482;0.20506
y12516;0.23370;0.27795;0.25899;0.27795
y12517;0.19945;0.28254;0.20374;0.28254
y12518;0.17187;0.32155;0.23952;0.32155
y12519;0.24777;0.31383;0.27928;0.31383
y12520;0.21573;0.21597;0.25220;0.21597
y12521;0.19904;0.33872;0.23650;0.33872
y12522;0.19432;0.26643;0.20683;0.26643
y12523;0.34814;0.46617;0.30107;0.46617
y12524;0.29101;0.43077;0.28007;0.43077
y12525;0.22455;0.27433;0.31593;0.27433
y12526;0.26969;0.21075;0.28530;0.21075
y12527;0.21907;0.47770;0.23776;0.47770
y12528;0.22530;0.29181;0.22278;0.29181
y12529;0.21950;0.21935;0.20553;0.21935
y12530;0.27981;0.45949;0.22320;0.45949
y12531;0.21355;0.26525;0.25480;0.26525
y12532;0.29475;0.27749;0.22416;0.27749
y12533;0.30007;0.43619;0.26779;0.43619
y12534;0.28354;0.31036;0.26594;0.31036
y12535;0.24038;0.36037;0.31192;0.36037
y12536;0.22706;0.47039;0.20831;0.47039
y12537;0.28457;0.23346;0.23744;0.23346
y12538;0.23146;0.28464;0.23384;0.28464
y12539;0.24518;0.26592;0.24082;0.26592
y12540;0.28922;0.37230;0.21510;0.37230
y12541;0.30055;0.27119;0.32347;0.27119
y12542;0.24976;0.27189;0.34119;0.27189
y12543;0.18261;0.14827;0.19751;0.14827
y12544;0.22960;0.55248;0.27672;0.55248
y12545;0.24438;0.26468;0.22786;0.26468
y12546;0.21998;0.44054;0.22979;0.44054
y12547;0.27474;0.43230;0.25620;0.43230
y12548;0.30999;0.44766;0.31332;0.44766
y12549;0.14597;0.14258;0.14659;0.14258
y12550;0.26117;0.27475;0.24031;0.27475
y12551;0.24477;0.37759;0.21996;0.37759
y12552;0.29039;0.23226;0.21137;0.23226
y12553;0.21587;0.25048;0.29836;0.25048
y12554;0.26256;0.28654;0.26297;0.28654
y12555;0.27442;0.47978;0.19216;0.47978
y12556;0.25938;0.42949;0.28158;0.42949
y12557;0.25111;0.23259;0.19084;0.23259
y12558;0.25998;0.24929;0.25603;0.24929
y12559;0.24691;0.36719;0.28248;0.36719
y12560;0.36577;0.43610;0.39663;0.43610
y12561;0.20884;0.49286;0.21930;0.49286
y12562;0.26112;0.27807;0.33552;0.27807
y12563;0.32153;0.33611;0.30313;0.33611
y12564;0.24941;0.37231;0.22380;0.37231
y12565;0.24794;0.32069;0.27597;0.32069
y12566;0.24417;0.29051;0.22083;0.29051
y12567;0.29304;0.50190;0.20942;0.50190
y12568;0.25786;0.45758;0.26148;0.45758
y12569;0.24891;0.35804;0.32791;0.35804
y12570;0.22344;0.28384;0.20539;0.28384
y12571;0.23161;0.39999;0.32386;0.39999
y12572;0.23278;0.20321;0.18676;0.20321
y12573;0.22637;0.27404;0.22264;0.27404
y12574;0.34240;0.39747;0.32764;0.39747
y12575;0.22333;0.50415;0.24808;0.50415
y12576;0.30648;0.39935;0.20757;0.39935
y12577;0.24151;0.35652;0.25575;0.35652
y12578;0.24952;0.45564;0.23113;0.45564
y12579;0.24900;0.48877;0.22788;0.48877
y12580;0.27182;0.28879;0.25554;0.28879
y12581;0.25120;0.31521;0.27810;0.31521
y12582;0.22905;0.37913;0.24265;0.37913
y12583;0.28406;0.35702;0.28737;0.35702
y12584;0.30336;0.42392;0.27713;0.42392
y12585;0.19337;0.25670;0.25540;0.25670
y12586;0.23525;0.20059;0.23272;0.20059
y12587;0.34472;0.37059;0.31630;0.37059
y12588;0.25887;0.40024;0.22273;0.40024
y12589;0.26693;0.41863;0.22857;0.41863
y12590;0.28678;0.42641;0.33241;0.42641
y12591;0.22264;0.31430;0.24485;0.31430
y12592;0.25666;0.27538;0.23103;0.27538
y12593;0.18077;0.53142;0.23013;0.53142
y12594;0.23846;0.19477;0.28885;0.19477
y12595;0.27080;0.32230;0.24705;0.32230
y12596;0.25345;0.47989;0.23854;0.47989
y12597;0.24912;0.44882;0.26978;0.44882
y12598;0.30428;0.28602;0.24862;0.28602
y12599;0.21727;0.35511;0.32410;0.35511
y12600;0.26259;0.29304;0.26689;0.29304
y12601;0.24540;0.43384;0.30488;0.43384
y12602;0.20355;0.35904;0.23279;0.35904
y12603;0.21419;0.22026;0.17630;0.22026
y12604;0.29630;0.59360;0.26874;0.59360
y12605;0.22502;0.36327;0.24218;0.36327
y12606;0.25199;0.36729;0.21771;0.36729
y12607;0.26864;0.37161;0.32563;0.37161
y12608;0.22893;0.40442;0.27328;0.40442
y12609;0.22490;0.42327;0.24785;0.42327
y12610;0.22043;0.26381;0.22904;0.26381
y12611;0.22247;0.29153;0.24046;0.29153
y12612;0.25420;0.31139;0.24079;0.31139
y12613;0.24202;0.54827;0.19351;0.54827
y12614;0.25243;0.29304;0.24528;0.29304
y12615;0.24959;0.21335;0.23834;0.21335
y12616;0.23969;0.36901;0.24907;0.36901
y12617;0.24348;0.49047;0.23347;0.49047
y12618;0.28394;0.27938;0.24609;0.27938
y12619;0.24421;0.29682;0.23840;0.29682
y12620;0.22468;0.43767;0.23801;0.43767
y12621;0.24741;0.29070;0.24353;0.29070
y12622;0.27419;0.61099;0.24756;0.61099
y12623;0.28602;0.51262;0.22496;0.51262
y12624;0.22220;0.25448;0.17517;0.25448
y12625;0.20549;0.33335;0.23752;0.33335
y12626;0.25627;0.31114;0.26035;0.31114
y12627;0.23646;0.51014;0.21615;0.51014
y12628;0.24904;0.48597;0.23378;0.48597
y12629;0.24695;0.25778;0.22116;0.25778
y12630;0.26648;0.26700;0.32413;0.26700
y12631;0.23164;0.27362;0.26352;0.27362
y12632;0.28403;0.47052;0.29886;0.47052
y12633;0.34909;0.37904;0.29752;0.37904
y12634;0.20368;0.29145;0.24907;0.29145
y12635;0.24078;0.52489;0.22152;0.52489
y12636;0.18971;0.26431;0.21479;0.26431
y12637;0.25885;0.38358;0.23135;0.38358
y12638;0.24149;0.23308;0.22452;0.23308
y12639;0.18398;0.28121;0.26315;0.28121
y12640;0.27208;0.22106;0.25466;0.22106
y12641;0.23604;0.43209;0.23930;0.43209
y12642;0.26788;0.49335;0.16623;0.49335
y12643;0.22739;0.37421;0.23445;0.37421
y12644;0.22319;0.36229;0.26942;0.36229
y12645;0.25219;0.45557;0.24634;0.45557
y12646;0.24960;0.30572;0.23485;0.30572
y12647;0.25749;0.40005;0.25301;0.40005
y12648;0.36529;0.58661;0.38719;0.58661
y12649;0.23414;0.49898;0.22602;0.49898
y12650;0.24874;0.29244;0.26741;0.29244
y12651;0.34244;0.38327;0.24632;0.38327
y12652;0.28637;0.46282;0.33850;0.46282
y12653;0.21806;0.53455;0.24652;0.53455
y12654;0.28252;0.34159;0.34672;0.34159
y12655;0.24245;0.49025;0.21841;0.49025
y12656;0.25345;0.47033;0.19846;0.47033
y12657;0.22919;0.34899;0.27840;0.34899
y12658;0.20972;0.29556;0.26073;0.29556
y12659;0.28395;0.39598;0.24369;0.39598
y12660;0.26643;0.26757;0.28950;0.26757
y12661;0.24627;0.26592;0.22250;0.26592
y12662;0.27028;0.44431;0.25798;0.44431
y12663;0.14366;0.14820;0.17950;0.14820
y12664;0.15859;0.12563;0.15205;0.12563
y12665;0.30201;0.44656;0.26646;0.44656
y12666;0.19586;0.20086;0.25310;0.20086
y12667;0.22664;0.23528;0.20768;0.23528
y12668;0.25626;0.31317;0.23097;0.31317
y12669;0.24416;0.29715;0.21887;0.29715
y12670;0.30982;0.31731;0.25890;0.31731
y12671;0.28015;0.38782;0.32842;0.38782
y12672;0.27441;0.36389;0.22357;0.36389
y12673;0.25755;0.39407;0.25345;0.39407
y12674;0.24254;0.22814;0.17657;0.22814
y12675;0.28211;0.35905;0.20336;0.35905
y12676;0.19969;0.29163;0.16134;0.29163
y12677;0.25845;0.32348;0.31662;0.32348
y12678;0.22548;0.38697;0.26342;0.38697
y12679;0.21763;0.34069;0.28842;0.34069
y12680;0.23104;0.44997;0.23709;0.44997
y12681;0.22920;0.32324;0.25578;0.32324
y12682;0.23288;0.43804;0.21367;0.43804
y12683;0.13950;0.14848;0.16195;0.14848
y12684;0.23596;0.29661;0.24782;0.29661
y12685;0.21669;0.39561;0.27385;0.39561
y12686;0.27303;0.30468;0.31043;0.30468
y12687;0.34471;0.36783;0.20563;0.36783
y12688;0.23881;0.28092;0.25830;0.28092
y12689;0.23123;0.22394;0.26544;0.22394
y12690;0.21214;0.39912;0.20915;0.39912
y12691;0.21734;0.41282;0.24190;0.41282
y12692;0.26574;0.30344;0.24837;0.30344
y12693;0.23055;0.28157;0.19826;0.28157
y12694;0.30930;0.36745;0.22411;0.36745
y12695;0.25157;0.52875;0.24433;0.52875
y12696;0.19193;0.38512;0.21532;0.38512
y12697;0.23697;0.45232;0.27476;0.45232
y12698;0.25656;0.51348;0.23443;0.51348
y12699;0.19363;0.22112;0.29359;0.22112
y12700;0.26324;0.33824;0.23357;0.33824
y12701;0.21343;0.41484;0.19750;0.41484
y12702;0.22953;0.49714;0.23220;0.49714
y12703;0.31265;0.47994;0.30583;0.47994
y12704;0.27198;0.39361;0.28359;0.39361
y12705;0.27042;0.30785;0.26185;0.30785
y12706;0.20179;0.26868;0.32971;0.26868
y12707;0.22530;0.30641;0.18636;0.30641
y12708;0.34548;0.42532;0.38847;0.42532
y12709;0.26328;0.54195;0.29146;0.54195
y12710;0.20582;0.28907;0.24425;0.28907
y12711;0.26182;0.23127;0.27131;0.23127
y12712;0.27691;0.43034;0.28271;0.43034
y12713;0.22950;0.32124;0.24770;0.32124
y12714;0.20973;0.45230;0.24994;0.45230
y12715;0.24306;0.25839;0.22281;0.25839
y12716;0.27509;0.36584;0.23570;0.36584
y12717;0.22532;0.23693;0.20427;0.23693
y12718;0.39617;0.48705;0.43865;0.48705
y12719;0.22711;0.41334;0.30409;0.41334
y12720;0.26910;0.33573;0.28289;0.33573
y12721;0.23696;0.34390;0.27383;0.34390
y12722;0.28018;0.42762;0.25436;0.42762
y12723;0.21613;0.25439;0.21199;0.25439
y12724;0.27063;0.34987;0.28667;0.34987
y12725;0.23592;0.37929;0.27050;0.37929
y12726;0.25010;0.26873;0.25547;0.26873
y12727;0.25079;0.36589;0.24036;0.36589
y12728;0.28421;0.43002;0.28240;0.43002
y12729;0.21155;0.30968;0.31462;0.30968
y12730;0.28397;0.22334;0.24339;0.22334
y12731;0.28205;0.44465;0.39967;0.44465
y12732;0.26706;0.45111;0.27768;0.45111
y12733;0.27709;0.33669;0.31624;0.33669
y12734;0.29982;0.50629;0.21409;0.50629
y12735;0.26352;0.34045;0.32412;0.34045
y12736;0.29560;0.54214;0.28270;0.54214
y12737;0.23737;0.32044;0.23554;0.32044
y12738;0.25141;0.40578;0.27209;0.40578
y12739;0.25253;0.22640;0.19056;0.22640
y12740;0.21204;0.49839;0.34625;0.49839
y12741;0.28596;0.43144;0.28191;0.43144
y12742;0.39440;0.44493;0.34441;0.44493
y12743;0.30126;0.41606;0.21967;0.41606
y12744;0.24928;0.25940;0.35042;0.25940
y12745;0.16594;0.25078;0.22630;0.25078
y12746;0.21599;0.39745;0.22900;0.39745
y12747;0.30086;0.45986;0.29076;0.45986
y12748;0.32012;0.37580;0.29950;0.37580
y12749;0.19101;0.31261;0.25992;0.31261
y12750;0.27786;0.28590;0.23120;0.28590
y12751;0.26639;0.31156;0.31694;0.31156
y12752;0.21991;0.55832;0.22342;0.55832
y12753;0.19142;0.21001;0.17245;0.21001
y12754;0.28848;0.32515;0.27371;0.32515
y12755;0.24542;0.26312;0.23628;0.26312
y12756;0.28082;0.50445;0.30594;0.50445
y12757;0.39579;0.41518;0.36109;0.41518
y12758;0.16592;0.37479;0.25196;0.37479
y12759;0.26392;0.38389;0.24465;0.38389
y12760;0.24303;0.22829;0.23068;0.22829
y12761;0.29549;0.29265;0.33448;0.29265
y12762;0.24399;0.26456;0.24693;0.26456
y12763;0.35815;0.27199;0.22410;0.27199
y12764;0.26405;0.35619;0.34165;0.35619
y12765;0.36658;0.43904;0.23936;0.43904
y12766;0.23715;0.45334;0.24961;0.45334
y12767;0.26749;0.37742;0.20391;0.37742
y12768;0.23938;0.35352;0.24820;0.35352
y12769;0.25049;0.49062;0.25160;0.49062
y12770;0.29141;0.25048;0.23320;0.25048
y12771;0.20888;0.45594;0.24586;0.45594
y12772;0.22474;0.26904;0.24534;0.26904
y12773;0.20560;0.41400;0.26053;0.41400
y12774;0.26855;0.43003;0.20412;0.43003
y12775;0.24950;0.45054;0.31737;0.45054
y12776;0.35443;0.39097;0.24323;0.39097
y12777;0.27493;0.30151;0.18739;0.30151
y12778;0.28924;0.33605;0.24471;0.33605
y12779;0.20450;0.29187;0.24095;0.29187
y12780;0.20775;0.47137;0.22905;0.47137
y12781;0.21523;0.26134;0.25291;0.26134
y12782;0.24917;0.30242;0.22441;0.30242
y12783;0.30074;0.53178;0.34699;0.53178
y12784;0.24315;0.47884;0.26653;0.47884
y12785;0.21988;0.30752;0.28389;0.30752
y12786;0.30896;0.35535;0.30403;0.35535
y12787;0.29121;0.51534;0.23329;0.51534
y12788;0.27364;0.49786;0.30823;0.49786
y12789;0.20522;0.37130;0.26905;0.37130
y12790;0.23882;0.33582;0.22642;0.33582
y12791;0.34091;0.45671;0.40615;0.45671
y12792;0.26035;0.34968;0.26619;0.34968
y12793;0.31596;0.33003;0.33401;0.33003
y12794;0.28228;0.42996;0.28604;0.42996
y12795;0.18659;0.19612;0.19549;0.19612
y12796;0.21105;0.37374;0.20162;0.37374
y12797;0.28863;0.33528;0.26933;0.33528
y12798;0.30835;0.42987;0.29567;0.42987
y12799;0.23051;0.32901;0.27192;0.32901
y12800;0.19237;0.33667;0.23641;0.33667
y12801;0.29347;0.44450;0.22520;0.44450
y12802;0.21068;0.40680;0.25113;0.40680
y12803;0.19869;0.53511;0.23569;0.53511
y12804;0.24242;0.23744;0.29125;0.23744
y12805;0.24128;0.27923;0.19739;0.27923
y12806;0.18416;0.19283;0.17121;0.19283
y12807;0.24318;0.29575;0.20954;0.29575
y12808;0.23121;0.32253;0.30476;0.32253
y12809;0.24247;0.31992;0.25011;0.31992
y12810;0.26358;0.32360;0.26647;0.32360
y12811;0.25183;0.27597;0.22296;0.27597
y12812;0.25287;0.25939;0.19959;0.25939
y12813;0.27949;0.48616;0.24033;0.48616
y12814;0.28208;0.48863;0.23767;0.48863
y12815;0.23230;0.48178;0.25886;0.48178
y12816;0.25975;0.38931;0.24561;0.38931
y12817;0.21805;0.29318;0.27211;0.29318
y12818;0.17225;0.17193;0.19459;0.17193
y12819;0.21156;0.27600;0.21376;0.27600
y12820;0.29903;0.47326;0.26493;0.47326
y12821;0.36375;0.39990;0.34897;0.39990
y12822;0.26126;0.29909;0.23009;0.29909
y12823;0.26573;0.38465;0.22738;0.38465
y12824;0.25869;0.26978;0.23669;0.26978
y12825;0.26320;0.31406;0.27977;0.31406
y12826;0.24138;0.30708;0.28531;0.30708
y12827;0.26422;0.34742;0.23384;0.34742
y12828;0.23118;0.40939;0.24549;0.40939
y12829;0.25236;0.34453;0.26883;0.34453
y12830;0.27435;0.33884;0.20555;0.33884
y12831;0.24264;0.36584;0.25139;0.36584
y12832;0.24774;0.34773;0.22976;0.34773
y12833;0.24520;0.28145;0.27839;0.28145
y12834;0.20844;0.36262;0.21977;0.36262
y12835;0.21839;0.36259;0.17669;0.36259
y12836;0.34554;0.42326;0.30478;0.42326
y12837;0.22078;0.41434;0.22200;0.41434
y12838;0.25256;0.30108;0.29057;0.30108
y12839;0.20664;0.27706;0.21188;0.27706
y12840;0.23522;0.41051;0.22999;0.41051
y12841;0.30558;0.40954;0.29209;0.40954
y12842;0.20584;0.59187;0.19395;0.59187
y12843;0.23575;0.39041;0.29340;0.39041
y12844;0.36127;0.43885;0.24431;0.43885
y12845;0.26957;0.34712;0.30182;0.34712
y12846;0.21549;0.31446;0.22996;0.31446
y12847;0.19719;0.36235;0.20253;0.36235
y12848;0.29626;0.50095;0.20980;0.50095
y12849;0.20512;0.27260;0.19847;0.27260
y12850;0.24693;0.24839;0.31329;0.24839
y12851;0.24652;0.25342;0.26113;0.25342
y12852;0.27784;0.26709;0.28077;0.26709
y12853;0.27509;0.27012;0.22672;0.27012
y12854;0.19999;0.21829;0.25113;0.21829
y12855;0.24547;0.45660;0.20985;0.45660
y12856;0.23801;0.31120;0.23312;0.31120
y12857;0.21616;0.29151;0.25297;0.29151
y12858;0.22622;0.41217;0.20605;0.41217
y12859;0.23368;0.35496;0.40248;0.35496
y12860;0.25433;0.31587;0.29984;0.31587
y12861;0.32537;0.40332;0.40227;0.40332
y12862;0.19337;0.54505;0.19495;0.54505
y12863;0.28016;0.41170;0.26523;0.41170
y12864;0.26065;0.33434;0.30738;0.33434
y12865;0.23392;0.48902;0.21024;0.48902
y12866;0.24435;0.47520;0.30398;0.47520
y12867;0.25492;0.28271;0.28339;0.28271
y12868;0.31413;0.53208;0.19229;0.53208
y12869;0.37275;0.40720;0.33805;0.40720
y12870;0.23818;0.28342;0.28194;0.28342
y12871;0.27346;0.20890;0.21643;0.20890
y12872;0.25965;0.47072;0.21661;0.47072
y12873;0.26794;0.37283;0.24939;0.37283
y12874;0.22870;0.32163;0.25364;0.32163
y12875;0.24316;0.41744;0.20644;0.41744
y12876;0.23421;0.31109;0.25489;0.31109
y12877;0.24744;0.33613;0.21269;0.33613
y12878;0.25969;0.30231;0.23367;0.30231
y12879;0.24661;0.24297;0.30378;0.24297
y12880;0.24940;0.46606;0.21199;0.46606
y12881;0.22512;0.45410;0.26515;0.45410
y12882;0.34884;0.36577;0.26165;0.36577
y12883;0.25055;0.28665;0.27924;0.28665
y12884;0.27746;0.31860;0.25939;0.31860
y12885;0.25437;0.32058;0.22441;0.32058
y12886;0.22158;0.32578;0.24331;0.32578
y12887;0.28069;0.31696;0.20728;0.31696
y12888;0.23970;0.25894;0.28872;0.25894
y12889;0.30747;0.47021;0.23690;0.47021
y12890;0.21726;0.37171;0.21616;0.37171
y12891;0.26313;0.34700;0.29260;0.34700
y12892;0.25858;0.46496;0.21271;0.46496
y12893;0.38458;0.55957;0.22814;0.55957
y12894;0.21494;0.35511;0.26078;0.35511
y12895;0.20514;0.23978;0.21865;0.23978
y12896;0.21982;0.39330;0.22495;0.39330
y12897;0.22881;0.38592;0.29669;0.38592
y12898;0.26390;0.39561;0.26396;0.39561
y12899;0.26868;0.44784;0.24372;0.44784
y12900;0.21477;0.30355;0.31076;0.30355
y12901;0.38368;0.41443;0.38569;0.41443
y12902;0.22884;0.30423;0.24744;0.30423
y12903;0.23664;0.37062;0.26406;0.37062
y12904;0.23684;0.43392;0.22405;0.43392
y12905;0.28448;0.43324;0.28118;0.43324
y12906;0.24280;0.36557;0.39770;0.36557
y12907;0.19088;0.21649;0.21811;0.21649
y12908;0.24665;0.26371;0.25082;0.26371
y12909;0.25604;0.25194;0.24965;0.25194
y12910;0.24085;0.44235;0.22982;0.44235
y12911;0.26184;0.27430;0.23161;0.27430
y12912;0.24738;0.42054;0.27724;0.42054
y12913;0.39388;0.42999;0.38894;0.42999
y12914;0.22978;0.20767;0.20147;0.20767
y12915;0.19030;0.20813;0.19169;0.20813
y12916;0.24570;0.23790;0.27452;0.23790
y12917;0.27285;0.48278;0.24626;0.48278
y12918;0.24614;0.23114;0.23438;0.23114
y12919;0.21932;0.22713;0.19271;0.22713
y12920;0.27999;0.36081;0.22103;0.36081
y12921;0.20425;0.59683;0.26508;0.59683
y12922;0.23856;0.49359;0.25025;0.49359
y12923;0.24816;0.48289;0.23527;0.48289
y12924;0.40654;0.33690;0.32205;0.33690
y12925;0.27483;0.42272;0.25385;0.42272
y12926;0.25331;0.21995;0.27975;0.21995
