;DENV46/1;DENV46/182;DENV73/1;DENV73/182
y6936;0.23577;0.31508;0.28225;0.31508
y6937;0.31197;0.41641;0.26031;0.41641
y6938;0.25610;0.51688;0.23670;0.51688
y6939;0.24557;0.53054;0.28942;0.53054
y6940;0.25771;0.41107;0.25281;0.41107
y6941;0.20717;0.22611;0.23244;0.22611
y6942;0.26005;0.33006;0.23714;0.33006
y6943;0.24877;0.49254;0.23983;0.49254
y6944;0.21147;0.33057;0.25426;0.33057
y6945;0.19812;0.26756;0.21974;0.26756
y6946;0.27015;0.31284;0.27316;0.31284
y6947;0.27406;0.27715;0.24893;0.27715
y6948;0.24130;0.23161;0.23397;0.23161
y6949;0.27765;0.42784;0.28045;0.42784
y6950;0.24716;0.21879;0.23811;0.21879
y6951;0.19781;0.37142;0.25650;0.37142
y6952;0.20347;0.25039;0.27280;0.25039
y6953;0.20785;0.27085;0.21674;0.27085
y6954;0.23100;0.46094;0.22573;0.46094
y6955;0.20044;0.46700;0.23529;0.46700
y6956;0.22918;0.38815;0.27549;0.38815
y6957;0.22720;0.28317;0.26889;0.28317
y6958;0.20659;0.31297;0.27493;0.31297
y6959;0.28593;0.40639;0.22711;0.40639
y6960;0.24239;0.37444;0.28716;0.37444
y6961;0.37112;0.50896;0.36938;0.50896
y6962;0.23338;0.22558;0.22060;0.22558
y6963;0.34505;0.33651;0.23253;0.33651
y6964;0.18626;0.30987;0.25028;0.30987
y6965;0.27896;0.46566;0.23049;0.46566
y6966;0.22551;0.39871;0.23037;0.39871
y6967;0.24776;0.38124;0.26542;0.38124
y6968;0.24615;0.42156;0.27788;0.42156
y6969;0.25631;0.37222;0.29235;0.37222
y6970;0.31333;0.34632;0.25609;0.34632
y6971;0.24907;0.48582;0.23373;0.48582
y6972;0.24744;0.35288;0.20269;0.35288
y6973;0.24904;0.50456;0.24190;0.50456
y6974;0.29258;0.39290;0.29063;0.39290
y6975;0.24207;0.41172;0.24293;0.41172
y6976;0.24896;0.44755;0.26205;0.44755
y6977;0.21526;0.32655;0.23672;0.32655
y6978;0.20125;0.22776;0.26778;0.22776
y6979;0.23594;0.23020;0.22569;0.23020
y6980;0.23486;0.23285;0.25679;0.23285
y6981;0.29316;0.43254;0.33526;0.43254
y6982;0.23530;0.29445;0.22018;0.29445
y6983;0.26596;0.23619;0.25514;0.23619
y6984;0.22030;0.29787;0.32389;0.29787
y6985;0.19294;0.26201;0.19662;0.26201
y6986;0.25119;0.31171;0.28959;0.31171
y6987;0.20527;0.24010;0.25197;0.24010
y6988;0.29513;0.39397;0.29494;0.39397
y6989;0.24606;0.48487;0.19013;0.48487
y6990;0.26282;0.41403;0.29430;0.41403
y6991;0.28849;0.43479;0.24167;0.43479
y6992;0.26760;0.43564;0.23035;0.43564
y6993;0.22223;0.35376;0.18182;0.35376
y6994;0.28272;0.30316;0.25555;0.30316
y6995;0.20716;0.30742;0.33831;0.30742
y6996;0.23960;0.35946;0.21194;0.35946
y6997;0.26067;0.29290;0.26482;0.29290
y6998;0.26240;0.36644;0.24286;0.36644
y6999;0.22422;0.25781;0.26789;0.25781
y7000;0.20055;0.27139;0.26996;0.27139
y7001;0.27027;0.29143;0.21767;0.29143
y7002;0.23015;0.16366;0.16599;0.16366
y7003;0.34982;0.40901;0.37959;0.40901
y7004;0.33083;0.39663;0.24180;0.39663
y7005;0.29434;0.54297;0.23980;0.54297
y7006;0.21417;0.19938;0.23219;0.19938
y7007;0.24264;0.22625;0.23080;0.22625
y7008;0.28522;0.24983;0.25285;0.24983
y7009;0.34015;0.37476;0.28375;0.37476
y7010;0.31484;0.43843;0.29346;0.43843
y7011;0.28795;0.48218;0.20502;0.48218
y7012;0.20853;0.29946;0.31942;0.29946
y7013;0.21561;0.42160;0.22167;0.42160
y7014;0.21259;0.30146;0.20502;0.30146
y7015;0.25284;0.23874;0.20891;0.23874
y7016;0.23717;0.43847;0.28106;0.43847
y7017;0.21417;0.27366;0.31186;0.27366
y7018;0.19546;0.33887;0.31417;0.33887
y7019;0.23576;0.44681;0.23181;0.44681
y7020;0.26720;0.44877;0.25332;0.44877
y7021;0.24736;0.49129;0.23146;0.49129
y7022;0.23432;0.23981;0.22566;0.23981
y7023;0.21102;0.40103;0.25112;0.40103
y7024;0.22793;0.46688;0.30450;0.46688
y7025;0.28232;0.29986;0.28871;0.29986
y7026;0.25217;0.27562;0.19499;0.27562
y7027;0.32506;0.32329;0.32203;0.32329
y7028;0.30061;0.50078;0.25146;0.50078
y7029;0.24078;0.31166;0.28238;0.31166
y7030;0.20868;0.35114;0.24963;0.35114
y7031;0.34317;0.47562;0.21670;0.47562
y7032;0.22934;0.27885;0.22149;0.27885
y7033;0.24370;0.23814;0.27626;0.23814
y7034;0.21292;0.43675;0.20634;0.43675
y7035;0.23401;0.38189;0.21922;0.38189
y7036;0.22670;0.21538;0.22943;0.21538
y7037;0.40834;0.41677;0.28493;0.41677
y7038;0.29021;0.43017;0.28149;0.43017
y7039;0.28575;0.20267;0.20087;0.20267
y7040;0.26692;0.24949;0.18651;0.24949
y7041;0.31893;0.38540;0.24800;0.38540
y7042;0.27533;0.43058;0.26670;0.43058
y7043;0.21569;0.24345;0.27165;0.24345
y7044;0.30322;0.48779;0.24992;0.48779
y7045;0.24663;0.25156;0.26108;0.25156
y7046;0.20731;0.45484;0.24283;0.45484
y7047;0.28652;0.39739;0.24118;0.39739
y7048;0.23388;0.42452;0.29563;0.42452
y7049;0.20328;0.45186;0.24356;0.45186
y7050;0.23952;0.27613;0.16132;0.27613
y7051;0.25070;0.45765;0.23797;0.45765
y7052;0.24227;0.32783;0.20396;0.32783
y7053;0.27299;0.30160;0.30704;0.30160
y7054;0.21087;0.29048;0.23981;0.29048
y7055;0.21172;0.35762;0.23476;0.35762
y7056;0.27439;0.31652;0.21610;0.31652
y7057;0.13861;0.16609;0.16235;0.16609
y7058;0.21080;0.27728;0.25187;0.27728
y7059;0.26875;0.45243;0.24771;0.45243
y7060;0.24336;0.42117;0.22747;0.42117
y7061;0.33603;0.35872;0.29131;0.35872
y7062;0.26634;0.42393;0.22158;0.42393
y7063;0.22753;0.26894;0.22264;0.26894
y7064;0.22666;0.55362;0.29246;0.55362
y7065;0.26013;0.31393;0.31598;0.31393
y7066;0.19886;0.20990;0.24747;0.20990
y7067;0.37277;0.42008;0.31448;0.42008
y7068;0.26355;0.23051;0.23333;0.23051
y7069;0.23560;0.21817;0.20410;0.21817
y7070;0.13273;0.19557;0.13378;0.19557
y7071;0.26154;0.48993;0.20847;0.48993
y7072;0.22507;0.45678;0.22347;0.45678
y7073;0.25679;0.40547;0.25804;0.40547
y7074;0.22969;0.31638;0.25757;0.31638
y7075;0.35949;0.37555;0.35295;0.37555
y7076;0.24553;0.40764;0.25331;0.40764
y7077;0.27300;0.46592;0.25513;0.46592
y7078;0.23851;0.27857;0.21697;0.27857
y7079;0.26828;0.31846;0.29166;0.31846
y7080;0.22652;0.22414;0.30472;0.22414
y7081;0.24248;0.24926;0.20729;0.24926
y7082;0.20206;0.40072;0.20220;0.40072
y7083;0.34881;0.53542;0.20132;0.53542
y7084;0.28440;0.48162;0.25533;0.48162
y7085;0.26704;0.41368;0.21980;0.41368
y7086;0.29525;0.60186;0.31528;0.60186
y7087;0.22422;0.22736;0.20884;0.22736
y7088;0.22408;0.48841;0.22541;0.48841
y7089;0.19875;0.16696;0.19344;0.16696
y7090;0.21316;0.22380;0.21296;0.22380
y7091;0.22598;0.35170;0.26949;0.35170
y7092;0.24961;0.36170;0.17768;0.36170
y7093;0.22947;0.48394;0.23389;0.48394
y7094;0.24669;0.33730;0.27489;0.33730
y7095;0.32065;0.37553;0.31767;0.37553
y7096;0.26376;0.34016;0.22286;0.34016
y7097;0.20748;0.29019;0.27602;0.29019
y7098;0.19895;0.36330;0.22000;0.36330
y7099;0.25049;0.31493;0.27549;0.31493
y7100;0.22347;0.44229;0.25796;0.44229
y7101;0.24920;0.52092;0.24505;0.52092
y7102;0.21867;0.22936;0.20678;0.22936
y7103;0.26216;0.30605;0.22218;0.30605
y7104;0.22096;0.39589;0.22593;0.39589
y7105;0.23821;0.32371;0.30912;0.32371
y7106;0.17697;0.59020;0.23044;0.59020
y7107;0.31591;0.44086;0.30393;0.44086
y7108;0.24725;0.39125;0.24972;0.39125
y7109;0.24881;0.25816;0.23882;0.25816
y7110;0.21153;0.43540;0.25885;0.43540
y7111;0.37965;0.39206;0.29107;0.39206
y7112;0.26438;0.39825;0.21585;0.39825
y7113;0.19762;0.41539;0.29365;0.41539
y7114;0.25221;0.22859;0.24851;0.22859
y7115;0.25432;0.41190;0.22819;0.41190
y7116;0.25527;0.35192;0.22807;0.35192
y7117;0.27811;0.37235;0.31013;0.37235
y7118;0.25727;0.33789;0.22561;0.33789
y7119;0.24525;0.23909;0.25252;0.23909
y7120;0.21383;0.38407;0.17813;0.38407
y7121;0.24898;0.25555;0.22762;0.25555
y7122;0.25212;0.40250;0.26233;0.40250
y7123;0.24899;0.24447;0.23911;0.24447
y7124;0.19608;0.30366;0.25865;0.30366
y7125;0.21846;0.27527;0.20412;0.27527
y7126;0.22948;0.43407;0.23338;0.43407
y7127;0.23274;0.53115;0.23974;0.53115
y7128;0.24386;0.41031;0.19319;0.41031
y7129;0.23331;0.45502;0.25120;0.45502
y7130;0.26278;0.29575;0.26907;0.29575
y7131;0.25414;0.32378;0.25657;0.32378
y7132;0.27441;0.27851;0.21194;0.27851
y7133;0.24945;0.42105;0.27801;0.42105
y7134;0.33564;0.27961;0.25301;0.27961
y7135;0.18542;0.17756;0.24916;0.17756
y7136;0.25168;0.31408;0.27966;0.31408
y7137;0.19942;0.31811;0.22302;0.31811
y7138;0.18200;0.27471;0.23428;0.27471
y7139;0.23057;0.58354;0.25216;0.58354
y7140;0.25549;0.26108;0.21149;0.26108
y7141;0.37418;0.48939;0.38983;0.48939
y7142;0.27320;0.27912;0.25234;0.27912
y7143;0.24762;0.29948;0.26092;0.29948
y7144;0.20654;0.64136;0.22551;0.64136
y7145;0.22647;0.24727;0.23888;0.24727
y7146;0.35401;0.42096;0.36079;0.42096
y7147;0.25448;0.25833;0.20962;0.25833
y7148;0.30098;0.41461;0.27851;0.41461
y7149;0.23168;0.23848;0.23977;0.23848
y7150;0.23059;0.29559;0.24579;0.29559
y7151;0.23221;0.17467;0.18876;0.17467
y7152;0.30949;0.40249;0.23340;0.40249
y7153;0.24865;0.45279;0.23836;0.45279
y7154;0.21893;0.24947;0.27666;0.24947
y7155;0.36302;0.38478;0.29243;0.38478
y7156;0.16701;0.15859;0.23875;0.15859
y7157;0.24394;0.44578;0.21919;0.44578
y7158;0.18272;0.30532;0.18675;0.30532
y7159;0.29287;0.31299;0.21135;0.31299
y7160;0.20199;0.45961;0.24874;0.45961
y7161;0.23823;0.28658;0.29145;0.28658
y7162;0.22614;0.30074;0.20141;0.30074
y7163;0.22246;0.56953;0.21736;0.56953
y7164;0.24942;0.36887;0.21190;0.36887
y7165;0.22401;0.31392;0.26146;0.31392
y7166;0.28852;0.35528;0.21463;0.35528
y7167;0.26118;0.43286;0.30300;0.43286
y7168;0.23242;0.20763;0.18847;0.20763
y7169;0.22834;0.44979;0.18986;0.44979
y7170;0.23877;0.33312;0.25108;0.33312
y7171;0.25171;0.48205;0.21902;0.48205
y7172;0.25007;0.43513;0.26723;0.43513
y7173;0.22708;0.29018;0.24019;0.29018
y7174;0.25436;0.26202;0.27537;0.26202
y7175;0.21010;0.25532;0.18151;0.25532
y7176;0.25942;0.30971;0.24516;0.30971
y7177;0.25624;0.32876;0.25095;0.32876
y7178;0.16668;0.16263;0.19944;0.16263
y7179;0.23648;0.26393;0.21988;0.26393
y7180;0.29363;0.20903;0.21413;0.20903
y7181;0.25351;0.26495;0.21232;0.26495
y7182;0.23446;0.30928;0.21224;0.30928
y7183;0.23974;0.48881;0.24657;0.48881
y7184;0.22703;0.46143;0.28170;0.46143
y7185;0.27263;0.35395;0.25106;0.35395
y7186;0.22471;0.32208;0.29889;0.32208
y7187;0.17222;0.21646;0.18556;0.21646
y7188;0.26067;0.45285;0.27395;0.45285
y7189;0.27132;0.20387;0.23658;0.20387
y7190;0.20724;0.38684;0.20599;0.38684
y7191;0.20748;0.26707;0.21615;0.26707
y7192;0.23092;0.31288;0.25603;0.31288
y7193;0.24990;0.35719;0.25950;0.35719
y7194;0.17765;0.19613;0.19830;0.19613
y7195;0.27637;0.27096;0.28410;0.27096
y7196;0.24629;0.40894;0.30736;0.40894
y7197;0.25845;0.21614;0.21743;0.21614
y7198;0.23055;0.24909;0.21166;0.24909
y7199;0.25354;0.27929;0.26598;0.27929
y7200;0.22613;0.31809;0.22126;0.31809
y7201;0.37147;0.60696;0.37702;0.60696
y7202;0.30144;0.48938;0.19766;0.48938
y7203;0.21056;0.23913;0.20228;0.23913
y7204;0.23844;0.40086;0.20298;0.40086
y7205;0.25906;0.52959;0.23254;0.52959
y7206;0.20219;0.33206;0.22820;0.33206
y7207;0.21059;0.29015;0.22514;0.29015
y7208;0.35051;0.48143;0.32380;0.48143
y7209;0.36934;0.41221;0.40961;0.41221
y7210;0.25213;0.25586;0.26894;0.25586
y7211;0.23174;0.38221;0.21484;0.38221
y7212;0.23071;0.36144;0.30278;0.36144
y7213;0.25193;0.42125;0.31445;0.42125
y7214;0.27434;0.36998;0.34076;0.36998
y7215;0.27052;0.32992;0.26822;0.32992
y7216;0.30436;0.40378;0.31775;0.40378
y7217;0.24652;0.42974;0.21875;0.42974
y7218;0.25240;0.52630;0.24061;0.52630
y7219;0.27325;0.43295;0.25982;0.43295
y7220;0.24881;0.24091;0.22955;0.24091
y7221;0.33053;0.45426;0.32144;0.45426
y7222;0.22877;0.31606;0.26225;0.31606
y7223;0.19072;0.19461;0.16194;0.19461
y7224;0.23574;0.63018;0.30134;0.63018
y7225;0.34798;0.50385;0.19687;0.50385
y7226;0.24434;0.53294;0.21281;0.53294
y7227;0.28694;0.43105;0.28451;0.43105
y7228;0.21790;0.30623;0.28792;0.30623
y7229;0.21046;0.32641;0.30796;0.32641
y7230;0.29683;0.45591;0.26731;0.45591
y7231;0.25875;0.36469;0.20231;0.36469
y7232;0.24437;0.41698;0.25268;0.41698
y7233;0.25198;0.51099;0.20876;0.51099
y7234;0.24263;0.45455;0.26398;0.45455
y7235;0.24104;0.28591;0.19593;0.28591
y7236;0.28315;0.36049;0.23103;0.36049
y7237;0.25523;0.21466;0.21128;0.21466
y7238;0.19215;0.33620;0.24519;0.33620
y7239;0.32190;0.33501;0.28516;0.33501
y7240;0.20811;0.48666;0.22135;0.48666
y7241;0.25019;0.40618;0.23043;0.40618
y7242;0.22430;0.28977;0.21552;0.28977
y7243;0.23561;0.41397;0.24479;0.41397
y7244;0.29191;0.37005;0.30542;0.37005
y7245;0.24827;0.50270;0.22952;0.50270
y7246;0.30805;0.33653;0.26353;0.33653
y7247;0.24415;0.39610;0.26169;0.39610
y7248;0.25334;0.35595;0.21548;0.35595
y7249;0.25159;0.32163;0.24798;0.32163
y7250;0.21312;0.26518;0.22514;0.26518
y7251;0.18738;0.17009;0.20707;0.17009
y7252;0.21855;0.25710;0.26459;0.25710
y7253;0.23905;0.30263;0.30720;0.30263
y7254;0.29647;0.54226;0.34285;0.54226
y7255;0.25476;0.34930;0.24385;0.34930
y7256;0.26681;0.23307;0.32768;0.23307
y7257;0.41302;0.47438;0.38622;0.47438
y7258;0.24436;0.46757;0.24199;0.46757
y7259;0.26107;0.32040;0.27697;0.32040
y7260;0.25151;0.53059;0.24186;0.53059
y7261;0.25225;0.31589;0.25586;0.31589
y7262;0.31100;0.28622;0.28293;0.28622
y7263;0.20813;0.34044;0.20324;0.34044
y7264;0.26502;0.31150;0.23337;0.31150
y7265;0.23351;0.49551;0.22304;0.49551
y7266;0.30701;0.53959;0.23744;0.53959
y7267;0.28903;0.35787;0.30659;0.35787
y7268;0.25797;0.45289;0.22498;0.45289
y7269;0.28548;0.33794;0.23122;0.33794
y7270;0.26194;0.49682;0.21051;0.49682
y7271;0.26289;0.39533;0.26425;0.39533
y7272;0.34100;0.36066;0.30220;0.36066
y7273;0.24495;0.20187;0.21597;0.20187
y7274;0.26224;0.24732;0.24499;0.24732
y7275;0.23815;0.34903;0.20415;0.34903
y7276;0.26064;0.32879;0.26111;0.32879
y7277;0.23498;0.37846;0.22121;0.37846
y7278;0.24579;0.30808;0.30346;0.30808
y7279;0.25624;0.41808;0.22240;0.41808
y7280;0.25222;0.48063;0.22870;0.48063
y7281;0.30602;0.45787;0.25856;0.45787
y7282;0.32680;0.40076;0.33469;0.40076
y7283;0.29417;0.29983;0.23938;0.29983
y7284;0.22318;0.20046;0.29347;0.20046
y7285;0.24786;0.45074;0.22251;0.45074
y7286;0.26211;0.54052;0.19436;0.54052
y7287;0.32308;0.24848;0.27036;0.24848
y7288;0.20038;0.23630;0.25165;0.23630
y7289;0.28113;0.29903;0.31301;0.29903
y7290;0.20140;0.46097;0.20399;0.46097
y7291;0.32938;0.34125;0.28045;0.34125
y7292;0.28297;0.27798;0.28553;0.27798
y7293;0.19309;0.16794;0.20989;0.16794
y7294;0.22979;0.31005;0.22315;0.31005
y7295;0.18750;0.35207;0.22706;0.35207
y7296;0.24965;0.36461;0.22924;0.36461
y7297;0.22665;0.29407;0.19769;0.29407
y7298;0.21848;0.32891;0.26338;0.32891
y7299;0.22906;0.29882;0.19983;0.29882
y7300;0.25388;0.45764;0.24288;0.45764
y7301;0.23222;0.26032;0.25842;0.26032
y7302;0.20597;0.33698;0.25439;0.33698
y7303;0.23383;0.49668;0.22341;0.49668
y7304;0.37686;0.50947;0.33207;0.50947
y7305;0.26721;0.48719;0.22199;0.48719
y7306;0.23701;0.31190;0.29658;0.31190
y7307;0.27626;0.35144;0.28204;0.35144
y7308;0.21542;0.29539;0.22940;0.29539
y7309;0.22672;0.30987;0.22788;0.30987
y7310;0.27981;0.38676;0.23384;0.38676
y7311;0.23255;0.36905;0.24458;0.36905
y7312;0.22643;0.23047;0.27292;0.23047
y7313;0.28126;0.45513;0.27665;0.45513
y7314;0.36257;0.38099;0.23682;0.38099
y7315;0.23363;0.24492;0.27485;0.24492
y7316;0.24527;0.23921;0.27500;0.23921
y7317;0.32420;0.27893;0.23745;0.27893
y7318;0.21155;0.22315;0.27771;0.22315
y7319;0.23130;0.28094;0.17763;0.28094
y7320;0.28915;0.44398;0.31818;0.44398
y7321;0.24985;0.22233;0.24330;0.22233
y7322;0.31493;0.53307;0.25647;0.53307
y7323;0.24402;0.34646;0.20810;0.34646
y7324;0.20967;0.33292;0.26436;0.33292
y7325;0.27419;0.40780;0.23231;0.40780
y7326;0.24033;0.28462;0.18621;0.28462
y7327;0.21464;0.28402;0.25214;0.28402
y7328;0.23522;0.36581;0.22324;0.36581
y7329;0.25746;0.31987;0.24259;0.31987
y7330;0.22019;0.34210;0.26552;0.34210
y7331;0.35809;0.43814;0.34046;0.43814
y7332;0.27007;0.47256;0.31692;0.47256
y7333;0.34323;0.40361;0.34957;0.40361
y7334;0.25845;0.30841;0.24845;0.30841
y7335;0.26790;0.31595;0.24116;0.31595
y7336;0.23361;0.40426;0.21293;0.40426
y7337;0.25180;0.26862;0.26846;0.26862
y7338;0.22206;0.28772;0.20329;0.28772
y7339;0.25659;0.30471;0.25254;0.30471
y7340;0.22765;0.38588;0.25861;0.38588
y7341;0.24590;0.43560;0.31887;0.43560
y7342;0.29828;0.35949;0.23294;0.35949
y7343;0.24861;0.33045;0.24554;0.33045
y7344;0.23779;0.34372;0.23492;0.34372
y7345;0.24235;0.28674;0.25436;0.28674
y7346;0.22027;0.37118;0.29478;0.37118
y7347;0.25277;0.21497;0.19330;0.21497
y7348;0.21146;0.51326;0.21843;0.51326
y7349;0.26604;0.26305;0.32452;0.26305
y7350;0.21979;0.26597;0.23159;0.26597
y7351;0.20239;0.26414;0.20038;0.26414
y7352;0.23165;0.48194;0.27026;0.48194
y7353;0.19874;0.12813;0.15601;0.12813
y7354;0.23290;0.35570;0.23130;0.35570
y7355;0.25619;0.26748;0.22850;0.26748
y7356;0.36173;0.42127;0.35885;0.42127
y7357;0.23097;0.26763;0.28624;0.26763
y7358;0.18603;0.44252;0.22129;0.44252
y7359;0.33440;0.49722;0.26790;0.49722
y7360;0.21780;0.48588;0.24583;0.48588
y7361;0.27380;0.41898;0.26828;0.41898
y7362;0.27881;0.43017;0.28219;0.43017
y7363;0.25212;0.47586;0.20781;0.47586
y7364;0.23679;0.36691;0.23474;0.36691
y7365;0.21283;0.25068;0.21093;0.25068
y7366;0.24087;0.26482;0.16375;0.26482
y7367;0.24535;0.23854;0.25303;0.23854
y7368;0.25231;0.24835;0.24100;0.24835
y7369;0.24963;0.32714;0.25076;0.32714
y7370;0.24906;0.34824;0.27830;0.34824
y7371;0.29036;0.32691;0.26629;0.32691
y7372;0.24649;0.31559;0.24848;0.31559
y7373;0.21935;0.40624;0.25347;0.40624
y7374;0.29854;0.25923;0.26439;0.25923
y7375;0.22678;0.40183;0.30369;0.40183
y7376;0.19061;0.16009;0.18809;0.16009
y7377;0.25764;0.33937;0.17797;0.33937
y7378;0.24797;0.35592;0.27432;0.35592
y7379;0.22057;0.49546;0.20332;0.49546
y7380;0.27288;0.32381;0.26655;0.32381
y7381;0.28281;0.26549;0.21520;0.26549
y7382;0.25002;0.40814;0.24934;0.40814
y7383;0.27061;0.22768;0.23814;0.22768
y7384;0.30864;0.50657;0.35260;0.50657
y7385;0.26064;0.52879;0.19671;0.52879
y7386;0.25083;0.51963;0.23099;0.51963
y7387;0.22711;0.27387;0.33183;0.27387
y7388;0.24869;0.48198;0.24013;0.48198
y7389;0.21813;0.39691;0.23124;0.39691
y7390;0.31266;0.26014;0.30204;0.26014
y7391;0.22159;0.31806;0.22007;0.31806
y7392;0.27240;0.21551;0.21498;0.21551
y7393;0.26748;0.31332;0.26190;0.31332
y7394;0.26822;0.32839;0.28468;0.32839
y7395;0.24623;0.31965;0.27924;0.31965
y7396;0.26053;0.33519;0.27089;0.33519
y7397;0.22226;0.30593;0.21950;0.30593
y7398;0.25352;0.47662;0.23040;0.47662
y7399;0.25049;0.31560;0.27819;0.31560
y7400;0.23701;0.34803;0.24578;0.34803
y7401;0.22399;0.43233;0.22716;0.43233
y7402;0.28122;0.52140;0.26115;0.52140
y7403;0.24323;0.43077;0.30695;0.43077
y7404;0.24342;0.30430;0.23723;0.30430
y7405;0.22456;0.43622;0.21022;0.43622
y7406;0.22706;0.22525;0.18778;0.22525
y7407;0.24795;0.31126;0.26006;0.31126
y7408;0.19891;0.22652;0.14832;0.22652
y7409;0.13706;0.15462;0.12834;0.15462
y7410;0.26803;0.33861;0.18959;0.33861
y7411;0.32334;0.46118;0.22826;0.46118
y7412;0.22070;0.30631;0.24022;0.30631
y7413;0.23046;0.51397;0.21157;0.51397
y7414;0.22428;0.35720;0.20270;0.35720
y7415;0.29954;0.51339;0.21047;0.51339
y7416;0.27353;0.26500;0.26172;0.26500
y7417;0.30519;0.35912;0.33870;0.35912
y7418;0.33713;0.35827;0.31023;0.35827
y7419;0.21726;0.39145;0.24185;0.39145
y7420;0.31877;0.42836;0.29995;0.42836
y7421;0.23691;0.46156;0.24797;0.46156
y7422;0.21689;0.28428;0.21213;0.28428
y7423;0.16257;0.17356;0.20897;0.17356
y7424;0.20748;0.27353;0.27696;0.27353
y7425;0.25558;0.23527;0.21682;0.23527
y7426;0.24323;0.35452;0.27683;0.35452
y7427;0.21153;0.36180;0.22736;0.36180
y7428;0.26976;0.38158;0.24405;0.38158
y7429;0.35238;0.58842;0.33329;0.58842
y7430;0.27594;0.31724;0.22805;0.31724
y7431;0.25215;0.42159;0.27877;0.42159
y7432;0.17544;0.39639;0.22361;0.39639
y7433;0.19510;0.15221;0.18263;0.15221
y7434;0.21544;0.39297;0.27097;0.39297
y7435;0.26158;0.50028;0.30489;0.50028
y7436;0.29551;0.48026;0.24763;0.48026
y7437;0.24452;0.31500;0.27583;0.31500
y7438;0.25806;0.21308;0.22592;0.21308
y7439;0.26420;0.25209;0.24065;0.25209
y7440;0.25352;0.32833;0.20620;0.32833
y7441;0.26014;0.45423;0.28996;0.45423
y7442;0.29424;0.32465;0.20959;0.32465
y7443;0.20771;0.14896;0.18909;0.14896
y7444;0.25245;0.32540;0.21867;0.32540
y7445;0.34023;0.39246;0.32793;0.39246
y7446;0.26427;0.33396;0.29159;0.33396
y7447;0.25046;0.50822;0.20793;0.50822
y7448;0.25204;0.37288;0.30494;0.37288
y7449;0.24552;0.27962;0.23706;0.27962
y7450;0.23493;0.29947;0.22643;0.29947
y7451;0.23332;0.36267;0.30804;0.36267
y7452;0.26862;0.47016;0.29947;0.47016
y7453;0.26745;0.29058;0.24258;0.29058
y7454;0.17222;0.22627;0.16786;0.22627
y7455;0.19855;0.56798;0.22661;0.56798
y7456;0.27877;0.41874;0.25491;0.41874
y7457;0.25308;0.32807;0.20980;0.32807
y7458;0.25901;0.31849;0.23117;0.31849
y7459;0.26908;0.25391;0.28067;0.25391
y7460;0.35130;0.44276;0.34455;0.44276
y7461;0.27751;0.47260;0.23379;0.47260
y7462;0.25221;0.31017;0.22289;0.31017
y7463;0.24603;0.34078;0.27637;0.34078
y7464;0.21350;0.37272;0.22916;0.37272
y7465;0.25131;0.47517;0.26992;0.47517
y7466;0.26459;0.41786;0.28226;0.41786
y7467;0.29728;0.39972;0.24799;0.39972
y7468;0.21981;0.52382;0.28314;0.52382
y7469;0.27296;0.39723;0.26177;0.39723
y7470;0.26429;0.30844;0.23961;0.30844
y7471;0.24602;0.23726;0.24308;0.23726
y7472;0.23672;0.48238;0.30478;0.48238
y7473;0.21070;0.36183;0.31943;0.36183
y7474;0.24213;0.32959;0.22735;0.32959
y7475;0.26668;0.35471;0.31599;0.35471
y7476;0.24625;0.33193;0.26313;0.33193
y7477;0.21618;0.32626;0.21609;0.32626
y7478;0.20681;0.48628;0.20624;0.48628
y7479;0.30888;0.38699;0.30678;0.38699
y7480;0.23931;0.39507;0.22585;0.39507
y7481;0.25468;0.26012;0.22097;0.26012
y7482;0.26055;0.45244;0.23573;0.45244
y7483;0.25527;0.24154;0.22323;0.24154
y7484;0.34551;0.37161;0.28914;0.37161
y7485;0.23593;0.28391;0.21750;0.28391
y7486;0.23086;0.38034;0.21914;0.38034
y7487;0.27919;0.41275;0.29317;0.41275
y7488;0.24785;0.56825;0.22994;0.56825
y7489;0.31389;0.26556;0.18184;0.26556
y7490;0.20585;0.30565;0.23781;0.30565
y7491;0.26991;0.20364;0.20670;0.20364
y7492;0.23690;0.35786;0.23886;0.35786
y7493;0.27718;0.31652;0.24103;0.31652
y7494;0.31315;0.38690;0.30499;0.38690
y7495;0.25940;0.23773;0.24150;0.23773
y7496;0.23854;0.51359;0.24823;0.51359
y7497;0.21796;0.24904;0.24699;0.24904
y7498;0.27864;0.33960;0.30374;0.33960
y7499;0.23630;0.36072;0.28125;0.36072
y7500;0.24279;0.30627;0.25529;0.30627
y7501;0.26486;0.54113;0.21488;0.54113
y7502;0.20461;0.25298;0.23471;0.25298
y7503;0.20285;0.25404;0.22393;0.25404
y7504;0.18173;0.15701;0.19610;0.15701
y7505;0.27236;0.25420;0.31244;0.25420
y7506;0.29917;0.23283;0.22680;0.23283
y7507;0.28060;0.48707;0.30975;0.48707
